Gene id	PTTSmmMPDMSO1	PTTSmmMPGL1
0610005C13Rik	0.243305	0.271947
0610007P14Rik	2.195120	3.083598
0610009B22Rik	6.436336	8.860038
0610009E02Rik	0.377808	0.377105
0610009L18Rik	1.645593	2.047396
0610009O20Rik	5.547292	6.265660
0610010F05Rik	4.606350	6.789124
0610010K14Rik	1.858072	2.330720
0610011F06Rik	2.653402	2.972597
0610030E20Rik	3.757680	4.491795
0610031O16Rik	0.025531	0.055656
0610037L13Rik	1.471914	2.022411
0610040B10Rik	0.239753	0.312598
0610040F04Rik	0.049207	0.085073
0610040J01Rik	0.846201	0.943240
0610043K17Rik	0.364989	0.420981
1010001B22Rik	0.280480	0.189750
1010001N08Rik	0.153238	0.220295
1100001G20Rik	0.176879	0.398873
1110001J03Rik	2.090854	2.621997
1110002E22Rik	0.016482	0.036238
1110002J07Rik	0.155629	0.256635
1110002O04Rik	0.021021	0.056884
1110004E09Rik	1.533562	1.597174
1110004F10Rik	18.122810	23.362100
1110007C09Rik	75.729694	85.885733
1110008E08Rik	0.031464	0.042572
1110008F13Rik	6.868953	7.862839
1110008L16Rik	1.096153	1.383005
1110008P14Rik	7.319436	8.261861
1110012L19Rik	5.029530	6.633438
1110015O18Rik	0.004255	0.040302
1110017D15Rik	0.156491	0.390901
1110018N20Rik	0.022567	0.045802
1110019D14Rik	1.036859	1.288048
1110020A21Rik	0.152199	0.183049
1110025L11Rik	0.058608	0.079298
1110028F18Rik	0.015808	0.053472
1110032A03Rik	1.269869	1.388785
1110032F04Rik	0.010350	0.021006
1110034G24Rik	1.881271	2.419806
1110036E04Rik	0.029217	0.098828
1110037F02Rik	6.528878	8.332238
1110038B12Rik	0.417871	0.582528
1110038F14Rik	5.695010	5.662085
1110046J04Rik	0.858895	1.268506
1110051M20Rik	1.285427	1.539644
1110057K04Rik	10.726648	12.802804
1110057P08Rik	0.000000	0.036291
1110058L19Rik	4.164708	6.404992
1110059E24Rik	0.394988	0.543064
1110059G10Rik	1.264666	1.715372
1110065P20Rik	1.397785	1.770998
1190002F15Rik	0.052637	0.053415
1190002N15Rik	2.739220	4.058249
1190003K10Rik	0.029628	0.066813
1190005I06Rik	0.537474	0.577499
1190007I07Rik	1.521606	1.881685
1200007C13Rik	0.012500	0.078928
1200014J11Rik	1.235325	1.700720
1300002E11Rik	0.549435	0.839860
1300002K09Rik	8.591703	10.507663
1300017J02Rik	0.068971	0.090209
1500002F19Rik	0.212639	0.287707
1500009C09Rik	0.021791	0.051597
1500009L16Rik	0.045135	0.035624
1500011B03Rik	2.352448	2.538887
1500011K16Rik	5.892900	7.174064
1500012F01Rik	2.627701	3.179772
1500012K07Rik	0.027226	0.042100
1500015A07Rik	0.708664	0.977286
1500015L24Rik	0.052217	0.088314
1500015O10Rik	0.150257	0.304955
1500017E21Rik	0.073672	0.099681
1500026H17Rik	0.068129	0.092181
1500035N22Rik	0.411714	0.504839
1520401A03Rik	0.032376	0.103256
1600002D24Rik	0.026418	0.028595
1600002H07Rik	0.948110	1.207952
1600002K03Rik	4.523959	6.895279
1600010M07Rik	0.594575	0.650431
1600012H06Rik	7.718887	9.986830
1600012P17Rik	0.030139	0.069908
1600014C10Rik	2.179302	2.437030
1600014C23Rik	0.023712	0.096250
1600014K23Rik	0.013302	0.017998
1600015I10Rik	0.037216	0.039165
1600016N20Rik	0.043267	0.071551
1600019K03Rik	0.000000	0.210833
1600020E01Rik	1.188412	1.600061
1600025M17Rik	0.000000	0.034710
1700001C02Rik	0.026366	0.047565
1700001C19Rik	0.032759	0.088648
1700001D01Rik	0.211114	0.571290
1700001F09Rik	0.074937	0.000000
1700001G01Rik	0.050214	0.118897
1700001G11Rik	0.107604	0.123193
1700001J03Rik	0.431825	0.564798
1700001J04Rik	0.020887	0.113042
1700001K19Rik	1.213970	1.137145
1700001L05Rik	0.299667	0.322414
1700001L19Rik	0.023071	0.062432
1700001O22Rik	0.030687	0.074737
1700001P01Rik	0.151904	0.333989
1700003C15Rik	0.306775	0.249047
1700003E16Rik	0.012700	0.034366
1700003E24Rik	0.098168	0.132825
1700003F12Rik	0.542085	0.756380
1700003G13Rik	0.000000	0.036794
1700003H04Rik	0.033485	0.060409
1700003I22Rik	0.023770	0.096483
1700003L19Rik	0.018101	0.048983
1700003M02Rik	0.064255	0.086940
1700003M07Rik	0.018042	0.021971
1700003P14Rik	0.031140	0.052666
1700006A11Rik	0.030159	0.068011
1700006E09Rik	0.965172	1.718303
1700006F04Rik	0.000000	0.116513
1700006H21Rik	0.031414	0.021252
1700006J14Rik	0.074132	0.164131
1700007B14Rik	0.017680	0.071765
1700007F19Rik	0.031731	0.059033
1700007G11Rik	0.015068	0.050969
1700007J10Rik	0.365586	0.337262
1700007K09Rik	0.119302	0.115299
1700007K13Rik	0.041907	0.028351
1700007L15Rik	0.406048	0.560170
1700007P06Rik	0.044457	0.114834
1700008F21Rik	0.030339	0.035185
1700008I05Rik	0.023655	0.064012
1700008K24Rik	0.023808	0.032213
1700008O03Rik	0.133600	0.176999
1700008P02Rik	0.014373	0.155578
1700009C05Rik	0.022997	0.046673
1700009J07Rik	0.023281	0.094500
1700009N14Rik	0.008455	0.022881
1700009P17Rik	0.187582	0.580127
1700010B08Rik	0.037091	0.050186
1700010D01Rik	0.028537	0.038612
1700010H22Rik	0.015694	0.053087
1700010I02Rik	0.051041	0.138119
1700010I14Rik	0.604112	0.712115
1700010J16Rik	0.033929	0.102016
1700010L04Rik	0.017958	0.105288
1700011A15Rik	0.024604	0.183092
1700011E24Rik	0.091675	0.124039
1700011H14Rik	0.083839	0.072187
1700011I03Rik	0.038257	0.082821
1700011L22Rik	0.564185	0.717560
1700011M02Rik	0.000000	0.042301
1700012A03Rik	0.030082	0.067837
1700012B07Rik	0.045328	0.087615
1700012B09Rik	0.059376	0.053558
1700012C14Rik	0.071865	0.116684
1700012E03Rik	0.036158	0.085615
1700012I11Rik	0.041774	0.155433
1700012L04Rik	0.095309	0.000000
1700012P22Rik	0.011323	0.091920
1700013D24Rik	0.067858	0.214234
1700013F07Rik	0.014885	0.100701
1700013G24Rik	0.062928	0.056763
1700013H16Rik	0.008828	0.023889
1700013N06Rik	0.067469	0.136933
1700014D04Rik	0.009252	0.041729
1700015E13Rik	0.144601	0.239128
1700015F17Rik	0.024645	0.100035
1700015G11Rik	0.086721	0.093869
1700015O11Rik	0.050537	0.051284
1700016C15Rik	0.138482	0.187370
1700016D06Rik	0.089898	0.089199
1700016G22Rik	0.036467	0.098681
1700016H13Rik	0.025631	0.041616
1700016K19Rik	0.059786	0.032357
1700016L21Rik	0.035060	0.106734
1700016P04Rik	0.089244	0.040250
1700017B05Rik	3.811209	3.296544
1700017D01Rik	0.049289	0.044460
1700017G19Rik	0.056358	0.109615
1700017I07Rik	0.000000	0.073182
1700017J07Rik	0.065664	0.066635
1700017N19Rik	0.037312	0.100969
1700018A04Rik	0.022413	0.045488
1700018B08Rik	0.051667	0.169776
1700018B24Rik	0.060226	0.054325
1700018C11Rik	0.065774	0.133492
1700018F24Rik	0.058783	0.053024
1700019A02Rik	0.070523	0.152672
1700019B03Rik	0.061702	0.091834
1700019B21Rik	0.015936	0.043125
1700019D03Rik	0.071905	0.115822
1700019E08Rik	0.038853	0.087615
1700019G17Rik	0.251465	0.322793
1700019L03Rik	4.356686	4.187243
1700019N19Rik	0.053644	0.096776
1700019O17Rik	0.048418	0.016378
1700019P21Rik	0.062928	0.298004
1700020D05Rik	0.885647	1.227186
1700020G17Rik	0.015275	0.048225
1700020I14Rik	13.864811	20.217771
1700020L24Rik	0.374248	0.220726
1700020M21Rik	0.090062	0.097486
1700020N01Rik	0.163774	0.286766
1700020N15Rik	0.039111	0.158755
1700020N18Rik	0.087846	0.118859
1700021A07Rik	0.015808	0.085555
1700021F05Rik	2.694059	3.001281
1700021F07Rik	0.036630	0.000000
1700021J08Rik	0.516131	0.670409
1700021K19Rik	4.263535	4.360880
1700021L23Rik	0.015682	0.000000
1700021P04Rik	0.052873	0.047693
1700022A22Rik	0.014707	0.029848
1700022E09Rik	0.080466	0.108873
1700022F17Rik	0.018824	0.050940
1700022H16Rik	0.000000	0.035232
1700022I11Rik	0.116947	0.313424
1700022N22Rik	0.515826	0.545258
1700023C21Rik	0.091746	0.141869
1700023E05Rik	0.075412	0.078026
1700023F02Rik	0.043151	0.087577
1700023F06Rik	0.054424	0.064433
1700023G09Rik	0.019634	0.035420
1700023H06Rik	0.615241	1.756362
1700024B05Rik	0.000000	0.140928
1700024B18Rik	0.090896	0.122986
1700024G13Rik	0.099832	0.135076
1700024P04Rik	0.078118	0.035232
1700024P16Rik	0.037454	0.101354
1700025B11Rik	0.054690	0.000000
1700025C18Rik	0.016444	0.133492
1700025D23Rik	0.039478	0.071220
1700025F22Rik	0.047253	0.127870
1700025F24Rik	0.012172	0.065877
1700025G04Rik	0.508054	0.693068
1700025H01Rik	0.043695	0.118242
1700025K24Rik	0.027550	0.062126
1700025M24Rik	0.064973	0.103894
1700025N23Rik	0.301169	0.390151
1700025O08Rik	0.000000	0.111931
1700026D08Rik	0.265678	0.256124
1700026D11Rik	0.029809	0.038892
1700026F02Rik	0.000000	0.015025
1700026J12Rik	0.009394	0.114395
1700026J14Rik	0.050733	0.000000
1700026L06Rik	3.692991	3.415496
1700027F09Rik	0.016771	0.037820
1700027I24Rik	0.084872	0.133973
1700028D13Rik	0.011933	0.032291
1700028E10Rik	0.178866	0.193234
1700028I16Rik	0.071956	0.083450
1700028J19Rik	0.187081	0.293094
1700028K03Rik	0.062232	0.122476
1700028M03Rik	0.078118	0.105696
1700028P14Rik	0.090299	0.087270
1700028P15Rik	0.016407	0.011100
1700029B22Rik	0.027219	0.085931
1700029E06Rik	0.000000	0.100931
1700029F12Rik	0.007942	0.128956
1700029H14Rik	0.086710	0.243023
1700029I15Rik	0.229671	0.284117
1700029J03Rik	0.071371	0.079010
1700029J07Rik	0.064845	0.092612
1700029M03Rik	0.052426	0.053201
1700029M20Rik	0.011983	0.048639
1700029N11Rik	0.041975	0.063892
1700029P11Rik	0.000000	0.090153
1700030C14Rik	0.039059	0.088080
1700030F04Rik	0.037757	0.112390
1700030F18Rik	0.021641	0.063444
1700030J22Rik	0.208796	0.351977
1700030K09Rik	1.451619	1.796487
1700030L20Rik	0.030702	0.083080
1700030M09Rik	0.052684	0.102965
1700030N03Rik	0.039173	0.116606
1700030O20Rik	0.079328	0.080500
1700031F05Rik	0.021081	0.028524
1700031L13Rik	0.019594	0.039768
1700031M16Rik	0.030259	0.076034
1700031P21Rik	0.020667	0.041945
1700034B16Rik	0.015859	0.021458
1700034E13Rik	0.042132	0.028503
1700034F02Rik	0.091011	0.111947
1700034G24Rik	0.037903	0.051284
1700034H15Rik	0.142180	0.175082
1700034I23Rik	0.190354	0.404729
1700034J05Rik	0.382599	0.635620
1700034K08Rik	0.052440	0.099335
1700034O15Rik	0.061355	0.083016
1700034P13Rik	0.083362	0.161130
1700036A12Rik	0.039744	0.061457
1700036G14Rik	0.018213	0.073928
1700037C06Rik	0.000000	0.069300
1700037C18Rik	0.897814	1.229321
1700037F24Rik	0.033773	0.030464
1700037H04Rik	4.917993	5.305211
1700039E15Rik	0.017441	0.050568
1700039M10Rik	0.070456	0.095329
1700039M15Rik	0.067304	0.052037
1700040D17Rik	0.109319	0.162703
1700040L02Rik	0.043708	0.023655
1700041C23Rik	0.033165	0.044873
1700041M05Rik	0.142963	0.193434
1700041M19Rik	0.046784	0.126600
1700042B14Rik	0.010694	0.057876
1700042G07Rik	0.067469	0.091289
1700042G15Rik	0.011107	0.040075
1700042O10Rik	0.014037	0.069641
1700044C05Rik	0.023943	0.097189
1700044K03Rik	0.000000	0.095557
1700045H11Rik	0.012651	0.034233
1700046C09Rik	0.057475	0.031107
1700047A11Rik	0.617139	1.029198
1700047F07Rik	0.062727	0.127308
1700047G03Rik	0.032998	0.089294
1700047L14Rik	0.042223	0.257080
1700047M11Rik	0.105709	0.188320
1700048O20Rik	0.083139	0.199021
1700049E15Rik	0.035880	0.135932
1700049E17Rik2	0.000000	0.229008
1700049E22Rik	0.039744	0.071700
1700049G17Rik	0.882392	1.264266
1700051A21Rik	0.024511	0.024874
1700052I22Rik	0.070120	0.142312
1700052N19Rik	1.293097	1.696391
1700054A03Rik	0.032452	0.065864
1700054K19Rik	0.055619	0.150510
1700054M17Rik	0.134477	0.181952
1700054O13Rik	0.021575	0.000000
1700055N04Rik	0.023963	0.061243
1700056E22Rik	0.271433	0.137722
1700056N10Rik	0.533181	0.905302
1700057G04Rik	0.040069	0.102405
1700057H15Rik	0.018903	0.110829
1700057H21Rik	0.028958	0.039181
1700060C16Rik	0.054538	0.122986
1700060O08Rik	0.016041	0.217034
1700061E17Rik	0.000000	0.027218
1700061F12Rik	0.012782	0.017295
1700061G19Rik	0.497054	0.637915
1700061H18Rik	0.037815	0.061398
1700061I17Rik	0.074330	0.043102
1700061J23Rik	0.049795	0.134750
1700063A18Rik	0.229186	0.465145
1700063D05Rik	0.040977	0.110885
1700063H04Rik	0.176086	0.297814
1700063H06Rik	0.032614	0.198575
1700063O14Rik	0.049958	0.101393
1700064H15Rik	0.938125	0.815989
1700064J06Rik	0.034205	0.046280
1700064M15Rik	0.071918	0.024327
1700065D16Rik	0.019848	0.053710
1700065J18Rik	0.000000	0.019084
1700065O20Rik	0.080334	0.065217
1700066B17Rik	0.013361	0.045194
1700066B19Rik	0.106461	0.102348
1700066C05Rik	0.069871	0.141806
1700066J03Rik	0.041685	0.084602
1700066M21Rik	2.448520	3.563379
1700066O22Rik	0.012994	0.026372
1700067G17Rik	0.021599	0.043837
1700067K01Rik	0.638932	0.813213
1700067P10Rik	0.014227	0.096250
1700069L16Rik	0.014405	0.097450
1700071K01Rik	0.031364	0.099017
1700071M16Rik	0.863593	1.155560
1700072B07Rik	0.022516	0.000000
1700072G22Rik	0.031297	0.028231
1700074H08Rik	0.064726	0.204346
1700074P13Rik	0.037592	0.043597
1700080E11Rik	0.022110	0.119662
1700080G11Rik	0.011130	0.030119
1700080N15Rik	0.006952	0.047034
1700080O16Rik	0.006429	0.008698
1700081H04Rik	0.038161	0.090357
1700083H02Rik	0.054741	0.049377
1700084C01Rik	0.097389	0.105417
1700084F23Rik	0.028128	0.061845
1700084M14Rik	0.024727	0.100371
1700086D15Rik	0.029159	0.078906
1700086L19Rik	0.043514	0.058876
1700086O06Rik	0.186436	0.356635
1700086P04Rik	0.100566	0.073268
1700088E04Rik	0.277170	0.282802
1700092C02Rik	0.036359	0.114787
1700092C10Rik	0.013212	0.017877
1700092C17Rik	0.064302	0.087003
1700092E19Rik	0.054720	0.088846
1700092M07Rik	0.200753	0.217300
1700093J21Rik	0.389011	0.681153
1700093K21Rik	0.083860	0.170197
1700094D03Rik	0.697405	0.763878
1700095A13Rik	0.034157	0.046216
1700095A21Rik	0.088950	0.142234
1700095B10Rik	0.027984	0.041650
1700095J07Rik	0.030710	0.048476
1700096J18Rik	0.000000	0.215975
1700096K18Rik	0.478162	0.725390
1700097N02Rik	0.040233	0.054436
1700100L14Rik	0.102472	0.207972
1700101E01Rik	0.051856	0.075561
1700101I11Rik	0.451348	0.373199
1700101O22Rik	0.081807	0.221375
1700102P08Rik	0.348732	0.436458
1700104B16Rik	0.030630	0.082886
1700106J16Rik	0.029718	0.026806
1700108F19Rik	0.023712	0.048125
1700109G15Rik	0.046747	0.158125
1700109H08Rik	0.722105	1.041595
1700109I08Rik	0.066106	0.089444
1700109K24Rik	0.071787	0.048565
1700110C19Rik	0.355454	0.480942
1700110I01Rik	0.000000	0.026044
1700112D23Rik	0.059568	0.161195
1700112E06Rik	2.671507	2.846590
1700112H15Rik	0.072289	0.136933
1700112J05Rik	0.054387	0.091984
1700112J16Rik	0.050319	0.099031
1700112K13Rik	0.065337	0.110503
1700113H08Rik	0.025449	0.111907
1700116B05Rik	0.025366	0.102965
1700119H24Rik	0.036291	0.000000
1700120C14Rik	0.238799	0.258483
1700120C18Rik	0.022160	0.059966
1700120E14Rik	0.016965	0.038256
1700120G07Rik	0.049800	0.058958
1700120G11Rik	0.025171	0.068115
1700120O09Rik	0.030299	0.040995
1700121C08Rik	0.042060	0.091054
1700121L03Rik	0.064905	0.043909
1700121L16Rik	0.021249	0.057500
1700121N20Rik	0.015757	0.000000
1700122O11Rik	0.029480	0.139606
1700123I01Rik	0.071277	0.113975
1700123K08Rik	0.010829	0.043957
1700123L14Rik	0.017870	0.016120
1700123M08Rik	0.465492	0.710894
1700123O12Rik	0.035114	0.122169
1700123O20Rik	8.634788	9.704346
1700124L16Rik	0.046525	0.151080
1700125G22Rik	0.079682	0.064687
1700125H03Rik	0.084732	0.114645
1700125H20Rik	0.010247	0.152513
1700126A01Rik	0.025017	0.067699
1700128A07Rik	0.042868	0.092803
1700128E19Rik	0.016802	0.034101
1700128F08Rik	0.058550	0.105626
1700129C05Rik	0.099663	0.123610
1810006J02Rik	0.044071	0.126713
1810007C17Rik	0.048200	0.065217
1810007D17Rik	0.030534	0.061971
1810008I18Rik	0.017314	0.046852
1810009J06Rik	0.084994	0.057500
1810010H24Rik	0.090213	0.166447
1810011H11Rik	5.464955	7.229092
1810011O10Rik	0.171390	0.257662
1810012K16Rik	0.177970	0.192639
1810013D15Rik	0.028820	0.082863
1810013L24Rik	9.359123	11.679080
1810014B01Rik	0.906236	1.413416
1810019D21Rik	0.079586	0.046819
1810019N24Rik	0.195796	0.210108
1810020O05Rik	0.059859	0.053994
1810021B22Rik	0.360704	0.344502
1810022K09Rik	3.261935	4.203743
1810024B03Rik	0.397592	0.545696
1810026B05Rik	3.970798	5.556842
1810026J23Rik	7.218717	8.749124
1810030O07Rik	7.731711	9.766189
1810032O08Rik	0.723686	0.834272
1810034E14Rik	1.960089	2.668678
1810037I17Rik	12.335519	15.377094
1810041H14Rik	0.340535	0.349539
1810041L15Rik	0.024101	0.059106
1810043G02Rik	0.952014	1.036477
1810043H04Rik	3.941322	4.172379
1810044D09Rik	1.249412	1.388623
1810046K07Rik	0.051784	0.150141
1810049J17Rik	39.436504	36.183320
1810053B23Rik	0.021657	0.054419
1810055G02Rik	0.893440	0.999917
1810058I24Rik	17.915068	20.974841
1810062G17Rik	0.266629	0.262370
1810063I02Rik	0.056096	0.151800
1810065E05Rik	0.084007	0.146140
2010001A14Rik	0.531394	0.592855
2010001E11Rik	0.013853	0.081219
2010002M12Rik	0.021906	0.067746
2010003K11Rik	0.018435	0.049887
2010005H15Rik	0.024299	0.098632
2010007H06Rik	0.031927	0.075029
2010012O05Rik	1.541727	1.872744
2010013B24Rik	0.319122	0.287856
2010015L04Rik	0.139866	0.184512
2010015M23Rik	0.000000	0.489355
2010106E10Rik	0.015363	0.031180
2010107E04Rik	27.349562	32.766907
2010107G12Rik	0.065865	0.076965
2010107G23Rik	0.046776	0.059071
2010109A12Rik	0.083904	0.147583
2010109I03Rik	0.025196	0.038352
2010110E17Rik	0.025171	0.068115
2010110K18Rik	0.046911	0.063472
2010111I01Rik	7.111136	8.230453
2010300C02Rik	0.037919	0.062707
2010300F17Rik	0.039454	0.048529
2010308F09Rik	0.016280	0.044055
2010315B03Rik	2.662019	3.973364
2010320M18Rik	1.564217	1.605575
2200002D01Rik	1.382367	1.355356
2200002J24Rik	0.096432	0.260953
2210008F06Rik	0.639792	0.608668
2210010C04Rik	0.033718	0.078209
2210011C24Rik	2.087738	3.173372
2210011K15Rik	0.029893	0.032357
2210013O21Rik	3.374060	4.050447
2210015D19Rik	2.433859	3.169646
2210016F16Rik	5.981272	7.789323
2210016L21Rik	5.095675	6.154485
2210017G18Rik	0.000000	0.210833
2210017I01Rik	0.013578	0.146971
2210018M11Rik	2.727765	3.063826
2210404O09Rik	1.523754	2.182442
2210406O10Rik	0.059737	0.123164
2210407C18Rik	0.028372	0.076777
2210408F21Rik	0.396556	0.475708
2210408I21Rik	0.543195	0.802655
2210414B05Rik	0.051196	0.034635
2210417A02Rik	0.503988	0.681913
2210420H20Rik	0.018522	0.050123
2300002M23Rik	0.033828	0.018308
2300003K06Rik	0.023943	0.016198
2300005B03Rik	0.027269	0.073792
2300009A05Rik	2.131323	2.840713
2310001H17Rik	0.476658	0.640393
2310002F09Rik	0.047991	0.057719
2310002J15Rik	0.037045	0.000000
2310002L09Rik	0.013679	0.037016
2310003H01Rik	2.267762	2.542009
2310003L06Rik	0.019805	0.071459
2310005A03Rik	0.022672	0.051126
2310005E17Rik	0.009023	0.024416
2310005G13Rik	0.019946	0.049478
2310007B03Rik	0.021864	0.041415
2310007L24Rik	0.035790	0.096851
2310008N11Rik	0.041863	0.084963
2310009B15Rik	1.039239	1.384493
2310010J17Rik	0.422106	0.710046
2310011J03Rik	9.501767	11.509213
2310014F06Rik	0.032796	0.110934
2310014L17Rik	0.062567	0.071957
2310015A10Rik	1.237348	1.415390
2310015D24Rik	0.033992	0.050591
2310015K22Rik	0.007208	0.058513
2310016D03Rik	0.047457	0.082557
2310016D23Rik	0.172831	0.467693
2310016G11Rik	0.037805	0.085253
2310020H05Rik	0.040274	0.068115
2310022A10Rik	5.836506	5.714686
2310022B05Rik	1.582961	1.950865
2310026I22Rik	0.036822	0.099644
2310026L22Rik	0.724731	0.713154
2310030G06Rik	0.095225	0.105417
2310031A07Rik	0.365520	0.635864
2310033P09Rik	6.120820	6.764094
2310034C09Rik	0.021575	0.175154
2310034O05Rik	0.248285	0.258414
2310035C23Rik	4.024132	5.586092
2310036O22Rik	33.591709	37.754660
2310039H08Rik	1.835190	2.207178
2310039L15Rik	0.029539	0.079935
2310040G24Rik	0.403700	0.346384
2310042E22Rik	0.055151	0.049747
2310043L19Rik	0.098332	0.421314
2310043M15Rik	0.336576	0.436424
2310043O21Rik	0.037612	0.076336
2310045N01Rik	8.847054	10.002195
2310046K23Rik	0.016984	0.114900
2310047D07Rik	0.087534	0.096504
2310047M10Rik	6.260126	7.072650
2310050C09Rik	0.040649	0.041250
2310057J18Rik	0.014587	0.039472
2310057M21Rik	1.884082	2.492438
2310057N15Rik	0.037660	0.050956
2310061I04Rik	1.095814	1.160559
2310061N02Rik	0.028331	0.057500
2310065F04Rik	0.033874	0.055000
2310067B10Rik	4.391026	4.040603
2310069B03Rik	0.337835	0.317985
2310069G16Rik	0.014238	0.077056
2310079G19Rik	0.050343	0.034058
2310081O03Rik	0.000000	0.121117
2410002F23Rik	1.773528	2.676527
2410004B18Rik	2.073974	2.969097
2410004I01Rik	0.054287	0.061210
2410004P03Rik	0.173920	0.300686
2410006H16Rik	3.366923	3.842041
2410012E07Rik	0.062478	0.073968
2410012M07Rik	0.005727	0.046496
2410015M20Rik	13.378260	14.518064
2410016O06Rik	4.838286	6.238024
2410017I17Rik	0.019108	0.032317
2410018L13Rik	0.029543	0.045684
2410076I21Rik	2.263897	2.956122
2410080I02Rik	0.555669	0.250613
2410089E03Rik	2.761291	3.594648
2410124H12Rik	0.035828	0.064635
2410127L17Rik	6.939071	8.980592
2410131K14Rik	3.402701	4.271780
2410137M14Rik	0.090582	0.122560
2410141K09Rik	0.035249	0.103335
2500002B13Rik	0.586808	0.711266
2510002D24Rik	1.898757	2.036079
2510003E04Rik	2.906791	3.421428
2510009E07Rik	18.590685	21.187976
2510039O18Rik	14.032267	16.493010
2510049J12Rik	0.031078	0.063075
2600014E21Rik	0.022537	0.055905
2610001J05Rik	5.703125	7.413239
2610002J02Rik	2.505036	3.207825
2610002M06Rik	2.978187	3.700731
2610008E11Rik	1.286982	1.699410
2610015P09Rik	0.775838	0.831293
2610016A17Rik	0.008982	0.024305
2610018G03Rik	0.778575	1.093133
2610020C07Rik	0.332891	0.506714
2610020F03Rik	0.040398	0.109321
2610020H08Rik	0.812774	1.124992
2610021A01Rik	1.606012	2.106612
2610027K06Rik	0.097125	0.184952
2610028E06Rik	0.020637	0.061428
2610028H24Rik	0.120851	0.113203
2610034B18Rik	1.238923	1.727491
2610034M16Rik	0.029706	0.052561
2610035D17Rik	1.061173	1.273949
2610035F20Rik	0.009309	0.018894
2610037D02Rik	0.474051	0.671103
2610042L04Rik	0.028413	0.000000
2610044O15Rik8	1.357617	2.264487
2610203C20Rik	0.054237	0.123895
2610206C17Rik	0.212411	0.225259
2610301B20Rik	2.152923	2.889767
2610303G11Rik	0.000000	0.032161
2610305D13Rik	0.093139	0.252040
2610307P16Rik	0.042558	0.119005
2610316D01Rik	0.012045	0.070623
2610318N02Rik	0.318540	0.339572
2610507B11Rik	21.875716	27.318932
2610507I01Rik	2.649021	3.375394
2610524H06Rik	2.988207	3.369289
2610528A11Rik	0.106704	0.234609
2610528J11Rik	0.009296	0.025156
2700012I20Rik	0.774568	1.389763
2700016F22Rik	0.262737	0.226222
2700029M09Rik	5.645378	6.729792
2700038G22Rik	0.446932	0.647150
2700046A07Rik	0.752581	0.675095
2700046G09Rik	0.682077	0.638249
2700049A03Rik	1.497451	1.914428
2700060E02Rik	27.824098	33.961802
2700062C07Rik	3.263281	4.111245
2700081O15Rik	0.183632	0.253981
2700089E24Rik	7.670338	10.208472
2700089I24Rik	0.000000	0.084553
2700094K13Rik	1.650809	1.796808
2700097O09Rik	0.408360	0.574407
2700099C18Rik	0.053581	0.129459
2810004N23Rik	5.118828	6.751639
2810006K23Rik	1.399326	1.699148
2810007J24Rik	0.034190	0.040478
2810021J22Rik	0.923343	1.007970
2810030D12Rik	0.087987	0.034014
2810032G03Rik	0.019205	0.034646
2810047C21Rik1	0.369053	0.000000
2810049E08Rik	0.021184	0.080257
2810403A07Rik	5.510890	6.928552
2810403D21Rik	0.165413	0.226165
2810404F17Rik	0.012271	0.083016
2810404M03Rik	0.043592	0.047185
2810405F17Rik	3.008378	2.785037
2810407A14Rik	0.042120	0.045592
2810408A11Rik	0.032134	0.039130
2810408M09Rik	2.937830	3.265167
2810410L24Rik	0.027356	0.005288
2810414N06Rik	0.491563	0.528169
2810417H13Rik	0.248905	0.330041
2810425M01Rik	0.222028	0.193122
2810428I15Rik	4.317389	4.952372
2810429I04Rik	0.023577	0.037400
2810430I11Rik	0.025963	0.046838
2810433D01Rik	0.044744	0.072648
2810459M11Rik	0.017720	0.015984
2810468N07Rik	0.053064	0.071797
2810471M01Rik	0.039637	0.017877
2810474O19Rik	9.119817	12.936017
2900009J06Rik	0.017816	0.096425
2900011O08Rik	0.017728	0.053969
2900026A02Rik	0.138990	0.169485
2900052N01Rik	0.028612	0.073555
2900055J20Rik	0.000000	0.106430
2900072N19Rik	0.015033	0.000000
2900076A07Rik	1.047384	1.511275
2900079G21Rik	0.016208	0.038987
2900092C05Rik	0.052708	0.178288
3010001F23Rik	0.044022	0.089344
3010003L21Rik	0.312715	0.356744
3010026O09Rik	1.022730	1.393202
3100002H09Rik	0.088783	0.205930
3100003L05Rik	0.043825	0.103769
3110001I22Rik	1.501777	2.119920
3110002H16Rik	2.866061	3.351017
3110004A20Rik	0.069377	0.234673
3110007F17Rik	0.313846	0.355516
3110009E18Rik	0.370369	0.457067
3110018I06Rik	0.010835	0.014661
3110021A11Rik	0.326321	0.386333
3110021N24Rik	0.113209	0.218822
3110035E14Rik	0.140391	0.199451
3110039M20Rik	0.006109	0.024796
3110040N11Rik	2.895721	3.670443
3110043O21Rik	9.903724	12.955513
3110045C21Rik	0.139246	0.251205
3110052M02Rik	0.932629	1.367273
3110056K07Rik	2.173552	2.916653
3110057O12Rik	0.682767	0.884026
3110062M04Rik	3.064949	3.227357
3110070M22Rik	0.519158	0.494900
3110079O15Rik	0.016444	0.088995
3110082I17Rik	1.424368	1.642517
3110082J24Rik	0.000000	0.047951
3110083C13Rik	0.541406	0.884578
3110099E03Rik	0.026301	0.066724
3222401L13Rik	0.251457	0.378534
3300002I08Rik	1.013879	1.279123
3300005D01Rik	0.226068	0.148304
3425401B19Rik	0.016244	0.036631
