Gene id	PTTSmmMPDMSO1	PTTSmmMPGL1
NONMMUG013960	0.411618	0.755293
NONMMUG013963	0.033504	0.027200
NONMMUG013964	0.181633	0.105324
NONMMUG013965	0.200343	0.993927
NONMMUG013966	0.012290	0.020786
NONMMUG013967	0.096243	0.195331
NONMMUG013968	0.046821	0.105584
NONMMUG013971	0.003506	0.061669
NONMMUG013972	0.027326	0.055459
NONMMUG013973	0.104339	0.205711
NONMMUG013975	0.394646	0.689710
NONMMUG013976	0.352568	0.611203
NONMMUG013979	0.069459	0.219286
NONMMUG013981	0.244113	0.542624
NONMMUG013983	0.700291	0.895836
NONMMUG013984	0.384112	0.675632
NONMMUG013986	0.015138	0.051205
NONMMUG013987	0.026319	0.026707
NONMMUG013988	0.623958	0.945743
NONMMUG013991	0.063953	0.144218
NONMMUG013992	0.020813	0.065708
NONMMUG013993	0.020501	0.055476
NONMMUG013994	0.004579	0.049562
NONMMUG013996	0.014248	0.057834
NONMMUG014000	0.017028	0.046080
NONMMUG014002	0.022803	0.107988
NONMMUG014003	0.000000	0.063858
NONMMUG014004	0.050996	0.103500
NONMMUG014005	0.209425	0.295166
NONMMUG014006	2.477140	3.506824
NONMMUG014007	0.124737	0.185651
NONMMUG014008	0.095235	0.211324
NONMMUG014012	0.601785	0.818411
NONMMUG014013	0.538071	0.865546
NONMMUG014014	0.782936	1.216695
NONMMUG014015	0.782281	1.258302
NONMMUG014016	0.361238	0.643116
NONMMUG014017	1.830253	2.431370
NONMMUG014018	0.345055	0.458117
NONMMUG014019	0.009997	0.081156
NONMMUG014020	0.033128	0.059764
NONMMUG014021	0.332538	0.403068
NONMMUG014023	0.020262	0.095952
NONMMUG014024	0.016137	0.036390
NONMMUG014026	0.027131	0.024473
NONMMUG014027	0.025912	0.060102
NONMMUG014028	0.019468	0.039512
NONMMUG014029	0.010017	0.067768
NONMMUG014031	0.028128	0.152235
NONMMUG014032	0.018734	0.076045
NONMMUG014033	0.024466	0.066206
NONMMUG014034	1.272550	1.598818
NONMMUG014035	0.551966	0.791085
NONMMUG014037	0.353833	0.450914
NONMMUG014038	0.303265	0.410328
NONMMUG014039	1.472522	1.682448
NONMMUG014040	0.654454	1.085450
NONMMUG014041	0.391998	0.593121
NONMMUG014042	11.083336	16.669145
NONMMUG014043	0.014597	0.029626
NONMMUG014045	0.409365	0.446334
NONMMUG014046	0.499366	0.626221
NONMMUG014047	11.833772	15.811118
NONMMUG014048	0.018800	0.050875
NONMMUG014050	0.000000	0.033584
NONMMUG014051	0.013730	0.055731
NONMMUG014053	0.045951	0.070652
NONMMUG014055	0.051288	0.087570
NONMMUG014056	0.106625	0.233812
NONMMUG014060	1.196725	1.696758
NONMMUG014061	4.373592	5.354803
NONMMUG014062	1.015452	1.282555
NONMMUG014063	1.215134	1.614225
NONMMUG014065	0.634605	0.796890
NONMMUG014066	0.794734	1.275876
NONMMUG014068	0.058215	0.091203
NONMMUG014069	0.078326	0.035326
NONMMUG014070	0.029838	0.040372
NONMMUG014071	0.008592	0.011626
NONMMUG014072	0.034923	0.051977
NONMMUG014073	0.000000	0.022641
NONMMUG014074	0.021699	0.070464
NONMMUG014077	0.865341	1.027734
NONMMUG014078	0.000000	0.040869
NONMMUG014079	0.010079	0.054548
NONMMUG014080	0.065973	0.089264
NONMMUG014082	1.225211	1.821481
NONMMUG014083	1.000659	1.299458
NONMMUG014084	0.746896	1.063302
NONMMUG014086	0.208572	0.338647
NONMMUG014087	0.007528	0.050930
NONMMUG014088	0.585564	0.745683
NONMMUG014089	0.196336	0.183003
NONMMUG014090	0.086302	0.145961
NONMMUG014091	0.106782	0.105952
NONMMUG014092	0.865798	1.243543
NONMMUG014096	0.000000	0.059939
NONMMUG014097	0.035186	0.079346
NONMMUG014099	0.024769	0.044685
NONMMUG014100	0.037469	0.000000
NONMMUG014103	0.040398	0.273302
NONMMUG014104	0.021713	0.039172
NONMMUG014105	0.003741	0.040495
NONMMUG014106	0.003730	0.050465
NONMMUG014107	0.038454	0.059463
NONMMUG014108	0.033504	0.120887
NONMMUG014109	0.060349	0.081655
NONMMUG014110	0.063642	0.107638
NONMMUG014111	0.000000	0.120750
NONMMUG014112	0.007266	0.029495
NONMMUG014113	0.057297	0.232573
NONMMUG014115	0.029217	0.000000
NONMMUG014117	0.212255	0.143594
NONMMUG014118	0.009445	0.025560
NONMMUG014119	0.022077	0.064720
NONMMUG014120	0.009035	0.006113
NONMMUG014121	0.011509	0.023357
NONMMUG014123	0.099160	0.067083
NONMMUG014124	0.058088	0.031438
NONMMUG014126	0.060723	0.041080
NONMMUG014127	0.009802	0.039788
NONMMUG014128	0.041456	0.056092
NONMMUG014129	0.048122	0.151924
NONMMUG014130	0.021962	0.044572
NONMMUG014131	0.037903	0.051284
NONMMUG014132	0.018699	0.037950
NONMMUG014134	0.000000	0.075042
NONMMUG014135	0.018349	0.099308
NONMMUG014136	0.021458	0.050807
NONMMUG014137	0.007888	0.032019
NONMMUG014138	0.027780	0.046984
NONMMUG014139	0.036669	0.056702
NONMMUG014140	0.078409	0.084872
NONMMUG014141	0.011495	0.023330
NONMMUG014142	0.021243	0.053892
NONMMUG014143	0.007353	0.059697
NONMMUG014144	0.015220	0.048050
NONMMUG014146	0.011943	0.024238
NONMMUG014147	0.196336	0.664124
NONMMUG014148	0.010868	0.033087
NONMMUG014150	0.008589	0.023241
NONMMUG014152	0.009367	0.025348
NONMMUG014153	0.030726	0.103932
NONMMUG014154	0.088920	0.144375
NONMMUG014155	0.033968	0.229801
NONMMUG014156	0.033504	0.090665
NONMMUG014157	0.021213	0.095672
NONMMUG014158	0.011515	0.038952
NONMMUG014159	0.019832	0.030187
NONMMUG014160	0.011213	0.064478
NONMMUG014161	0.014511	0.078536
NONMMUG014162	0.056745	0.000000
NONMMUG014163	0.038802	0.105000
NONMMUG014164	0.031575	0.029906
NONMMUG014165	0.055567	0.137837
NONMMUG014166	0.063334	0.057129
NONMMUG014168	1.299896	1.871367
NONMMUG014169	0.028615	0.043557
NONMMUG014170	0.024164	0.049043
NONMMUG014171	0.016389	0.066523
NONMMUG014172	0.048074	0.117084
NONMMUG014173	0.049674	0.058809
NONMMUG014175	0.220634	0.211613
NONMMUG014176	0.138088	0.263272
NONMMUG014178	0.164079	0.207834
NONMMUG014179	0.111029	0.325490
NONMMUG014180	0.711862	0.706846
NONMMUG014181	0.278339	0.420057
NONMMUG014182	1.054699	1.097726
NONMMUG014184	0.044087	0.079536
NONMMUG014185	0.017468	0.023634
NONMMUG014186	0.015443	0.027860
NONMMUG014187	0.000000	0.095557
NONMMUG014188	0.028570	0.054120
NONMMUG014189	0.009293	0.041914
NONMMUG014190	0.004867	0.039512
NONMMUG014191	0.033221	0.022475
NONMMUG014192	0.038247	0.025875
NONMMUG014193	0.031475	0.042587
NONMMUG014194	0.006527	0.026494
NONMMUG014195	0.053461	0.045209
NONMMUG014196	0.013862	0.033759
NONMMUG014197	0.186101	0.278779
NONMMUG014198	0.219298	0.157086
NONMMUG014199	0.279681	0.491944
NONMMUG014200	0.658921	0.826063
NONMMUG014201	0.367445	0.445223
NONMMUG014202	0.366984	0.744812
NONMMUG014203	0.557095	0.856066
NONMMUG014204	0.300898	0.373199
NONMMUG014205	0.340187	0.624671
NONMMUG014206	1.028600	1.373419
NONMMUG014207	0.054919	0.111461
NONMMUG014208	0.100172	0.135536
NONMMUG014209	0.009200	0.040457
NONMMUG014210	0.008687	0.023509
NONMMUG014211	0.022060	0.054722
NONMMUG014212	0.010502	0.031260
NONMMUG014213	0.011631	0.036721
NONMMUG014214	0.013239	0.017913
NONMMUG014215	0.009785	0.039718
NONMMUG014216	0.000000	0.072582
NONMMUG014217	0.019699	0.031096
NONMMUG014218	0.021695	0.053815
NONMMUG014219	0.007706	0.010426
NONMMUG014220	0.027640	0.049864
NONMMUG014221	0.026988	0.018258
NONMMUG014222	0.007785	0.063200
NONMMUG014223	0.013749	0.111618
NONMMUG014224	0.031770	0.017194
NONMMUG014225	0.025465	0.068910
NONMMUG014226	0.078066	0.026407
NONMMUG014227	0.539502	0.833734
NONMMUG014228	0.051722	0.223941
NONMMUG014229	0.718303	0.712719
NONMMUG014230	0.031925	0.021598
NONMMUG014231	0.000000	0.097189
NONMMUG014232	0.219125	0.207539
NONMMUG014233	0.705075	0.660455
NONMMUG014234	0.508643	0.757033
NONMMUG014235	0.051263	0.173401
NONMMUG014237	0.265776	0.299324
NONMMUG014239	1.362995	1.741725
NONMMUG014240	0.086619	0.156265
NONMMUG014241	0.073996	0.066746
NONMMUG014242	0.052698	0.050930
NONMMUG014243	0.000000	0.102700
NONMMUG014244	0.000000	0.024106
NONMMUG014247	0.036584	0.049500
NONMMUG014248	0.000000	0.152672
NONMMUG014250	0.037138	0.117248
NONMMUG014251	0.029604	0.060084
NONMMUG014252	0.109685	0.160775
NONMMUG014253	0.030935	0.041857
NONMMUG014255	0.011581	0.036562
NONMMUG014256	0.025743	0.058053
NONMMUG014258	0.060731	0.100725
NONMMUG014260	0.057148	0.094507
NONMMUG014261	0.139170	0.144847
NONMMUG014262	0.072249	0.085536
NONMMUG014263	0.058924	0.111618
NONMMUG014264	0.036282	0.119220
NONMMUG014265	0.075514	0.170288
NONMMUG014266	0.000000	0.796949
NONMMUG014267	0.039478	0.053415
NONMMUG014268	0.012917	0.069908
NONMMUG014269	0.021831	0.098462
NONMMUG014270	0.485544	0.627096
NONMMUG014273	0.607800	0.826147
NONMMUG014274	0.635696	0.902419
NONMMUG014275	7.155726	9.934420
NONMMUG014276	0.122481	0.149148
NONMMUG014277	0.031977	0.052880
NONMMUG014279	0.671448	0.706605
NONMMUG014280	0.058202	0.137812
NONMMUG014283	0.027810	0.075255
NONMMUG014284	0.003595	0.029182
NONMMUG014286	0.000000	0.019476
NONMMUG014287	0.017720	0.029970
NONMMUG014288	0.204517	0.138359
NONMMUG014289	0.032374	0.036073
NONMMUG014290	0.021808	0.050584
NONMMUG014291	0.037757	0.051086
NONMMUG014293	0.180612	0.143750
NONMMUG014294	0.269059	0.364046
NONMMUG014295	0.269463	0.440026
NONMMUG014296	1.462078	2.260848
NONMMUG014297	0.311897	0.529297
NONMMUG014298	0.028848	0.042935
NONMMUG014299	0.046599	0.084066
NONMMUG014300	0.047654	0.193434
NONMMUG014301	0.526271	0.524235
NONMMUG014302	0.282803	0.411341
NONMMUG014303	0.572864	0.956299
NONMMUG014305	0.542665	0.675505
NONMMUG014306	0.260566	0.370182
NONMMUG014307	0.376341	0.600474
NONMMUG014308	0.320650	0.406039
NONMMUG014309	0.202739	0.327250
NONMMUG014310	0.129721	0.206490
NONMMUG014311	0.221654	0.303238
NONMMUG014318	0.021481	0.087194
NONMMUG014319	0.460163	0.415078
NONMMUG014320	0.073151	0.110287
NONMMUG014321	0.918959	1.203910
NONMMUG014322	0.035597	0.107030
NONMMUG014323	0.063828	0.086362
NONMMUG014324	0.000000	0.111805
NONMMUG014325	0.251069	0.509558
NONMMUG014326	0.032177	0.019789
NONMMUG014329	2.630906	4.887954
NONMMUG014330	0.000000	0.045644
NONMMUG014331	0.071033	0.115333
NONMMUG014332	0.086044	0.112892
NONMMUG014333	0.033447	0.181022
NONMMUG014334	0.088440	0.079775
NONMMUG014335	0.010932	0.059165
NONMMUG014337	0.025766	0.043578
NONMMUG014338	0.000000	0.109546
NONMMUG014339	0.023153	0.046990
NONMMUG014340	0.048189	0.065202
NONMMUG014341	0.214185	0.048300
NONMMUG014342	0.064162	0.043407
NONMMUG014345	0.025075	0.135709
NONMMUG014346	0.023098	0.104176
NONMMUG014347	0.072897	0.164387
NONMMUG014348	0.013781	0.055939
NONMMUG014349	0.000000	0.000000
NONMMUG014350	0.000000	0.062068
NONMMUG014355	0.082974	0.056133
NONMMUG014357	0.126973	0.093262
NONMMUG014361	0.070053	0.120061
NONMMUG014362	0.160394	0.251544
NONMMUG014363	0.197839	0.321897
NONMMUG014364	1.076213	1.810353
NONMMUG014365	0.102472	0.277296
NONMMUG014366	0.049705	0.168133
NONMMUG014367	0.019478	0.105417
NONMMUG014368	0.048122	0.108517
NONMMUG014370	0.029480	0.026592
NONMMUG014371	0.037540	0.152380
NONMMUG014373	0.041028	0.095884
NONMMUG014374	0.325676	0.944252
NONMMUG014376	0.181595	0.433596
NONMMUG014378	0.119302	0.299778
NONMMUG014379	0.060598	0.109321
NONMMUG014380	0.017132	0.139084
NONMMUG014381	4.045600	5.214413
NONMMUG014382	0.045100	0.076278
NONMMUG014383	0.000000	0.062950
NONMMUG014384	0.022054	0.044760
NONMMUG014386	0.000000	0.033457
NONMMUG014388	1.835664	2.747686
NONMMUG014389	0.451348	0.678543
NONMMUG014391	0.062132	0.000000
NONMMUG014393	0.050049	0.067718
NONMMUG014394	0.018247	0.049377
NONMMUG014395	0.010735	0.079884
NONMMUG014396	0.014538	0.019670
NONMMUG014397	0.026022	0.061615
NONMMUG014398	0.015844	0.034300
NONMMUG014399	0.026676	0.030078
NONMMUG014400	0.239903	0.519354
NONMMUG014402	13.402788	17.548979
NONMMUG014403	1.166302	1.493130
NONMMUG014404	0.071805	0.124914
NONMMUG014405	0.288437	0.322978
NONMMUG014406	0.039200	0.106078
NONMMUG014407	0.062661	0.084782
NONMMUG014409	0.010975	0.089094
NONMMUG014410	0.053179	0.057562
NONMMUG014411	0.056898	0.082117
NONMMUG014412	0.046652	0.072138
NONMMUG014413	0.042210	0.048953
NONMMUG014414	0.081978	0.055459
NONMMUG014415	0.022244	0.120385
NONMMUG014416	0.017664	0.062738
NONMMUG014417	0.091889	0.107061
NONMMUG014418	0.066803	0.146340
NONMMUG014419	0.154191	0.127493
NONMMUG014420	0.068956	0.169636
NONMMUG014421	0.071136	0.096250
NONMMUG014422	0.053064	0.043078
NONMMUG014423	0.135967	0.220762
NONMMUG014424	0.028405	0.030746
NONMMUG014425	0.013522	0.009148
NONMMUG014426	0.018079	0.146768
NONMMUG014427	0.089244	0.060375
NONMMUG014428	0.111936	0.106018
NONMMUG014429	0.243392	0.329318
NONMMUG014430	0.056695	0.046027
NONMMUG014431	0.039246	0.074342
NONMMUG014432	0.099360	0.241989
NONMMUG014434	0.219497	0.583733
NONMMUG014435	0.403431	0.645102
NONMMUG014436	0.892437	1.482625
NONMMUG014437	1.486031	2.315295
NONMMUG014438	0.122404	0.364357
NONMMUG014439	0.011415	0.061779
NONMMUG014440	0.035654	0.048241
NONMMUG014441	0.109808	0.133716
NONMMUG014442	0.024979	0.050697
NONMMUG014443	0.018750	0.021745
NONMMUG014444	0.030148	0.117273
NONMMUG014445	0.023856	0.048417
NONMMUG014446	0.020199	0.023426
NONMMUG014447	0.011545	0.057275
NONMMUG014448	0.020769	0.056202
NONMMUG014449	0.127491	0.230000
NONMMUG014452	0.000000	0.066082
NONMMUG014455	0.188785	0.321350
NONMMUG014456	0.007027	0.085571
NONMMUG014457	0.008876	0.024019
NONMMUG014459	0.009568	0.043153
NONMMUG014460	0.334319	0.657956
NONMMUG014461	0.130056	0.169453
NONMMUG014462	1.008060	1.236469
NONMMUG014463	0.328958	0.655925
NONMMUG014464	0.069316	0.117233
NONMMUG014465	0.045927	0.036248
NONMMUG014466	0.023299	0.063050
NONMMUG014467	0.005758	0.070113
NONMMUG014468	0.000000	0.070759
NONMMUG014469	0.044800	0.075770
NONMMUG014470	0.036740	0.109362
NONMMUG014471	0.025665	0.043407
NONMMUG014472	0.009512	0.102965
NONMMUG014473	0.021446	0.029017
NONMMUG014474	0.000000	0.242972
NONMMUG014477	0.026999	0.087673
NONMMUG014479	0.042902	0.073880
NONMMUG014480	0.053644	0.056453
NONMMUG014481	0.000000	0.065637
NONMMUG014482	0.014324	0.025841
NONMMUG014484	0.010966	0.062317
NONMMUG014485	0.051397	0.104313
NONMMUG014486	0.044956	0.049768
NONMMUG014487	0.027334	0.084535
NONMMUG014488	0.100513	0.045333
NONMMUG014491	0.352345	0.420093
NONMMUG014492	1.015275	1.323198
NONMMUG014493	1.160021	1.628223
NONMMUG014494	1.237897	1.825159
NONMMUG014495	1.518663	2.241604
NONMMUG014496	1.495790	2.078824
NONMMUG014497	1.652335	2.158952
NONMMUG014498	1.536416	2.348671
NONMMUG014499	0.667231	1.094869
NONMMUG014500	0.754609	1.174863
NONMMUG014502	0.036091	0.244163
NONMMUG014503	0.005531	0.052382
NONMMUG014504	0.000000	0.291923
NONMMUG014505	0.000000	0.351854
NONMMUG014506	0.000000	0.081238
NONMMUG014507	0.175502	0.291081
NONMMUG014508	0.477206	0.691796
NONMMUG014509	0.304579	0.570608
NONMMUG014510	0.014500	0.078478
NONMMUG014511	0.021647	0.021967
NONMMUG014512	0.185223	0.501226
NONMMUG014513	0.000000	0.039887
NONMMUG014514	0.031066	0.126100
NONMMUG014515	0.513464	0.619070
NONMMUG014517	1.342494	1.770744
NONMMUG014518	1.214623	1.474581
NONMMUG014519	1.112737	1.460962
NONMMUG014520	1.889416	2.426456
NONMMUG014521	2.300219	2.824648
NONMMUG014522	0.145726	0.231598
NONMMUG014523	3.460024	5.008150
NONMMUG014524	0.030540	0.055095
NONMMUG014525	0.027894	0.044817
NONMMUG014526	0.076395	0.129207
NONMMUG014527	0.019902	0.037027
NONMMUG014528	0.026895	0.072781
NONMMUG014530	0.026969	0.072981
NONMMUG014531	0.015080	0.020403
NONMMUG014534	0.022685	0.065223
NONMMUG014535	0.047626	0.112768
NONMMUG014537	0.025376	0.044144
NONMMUG014540	0.000000	0.058385
NONMMUG014542	0.160023	0.199862
NONMMUG014543	0.170304	0.120700
NONMMUG014544	0.156999	0.162269
NONMMUG014546	0.018684	0.075842
NONMMUG014547	0.020086	0.067941
NONMMUG014548	0.009624	0.078132
NONMMUG014549	0.034458	0.082886
NONMMUG014553	0.836660	0.943358
NONMMUG014554	0.109724	0.107397
NONMMUG014555	0.069588	0.070616
NONMMUG014556	0.040398	0.273302
NONMMUG014557	0.012157	0.082244
NONMMUG014558	0.139576	0.251801
NONMMUG014559	0.030051	0.094875
NONMMUG014561	0.015500	0.020972
NONMMUG014562	0.012782	0.034590
NONMMUG014564	0.000000	0.005638
NONMMUG014565	0.014238	0.038528
NONMMUG014566	0.000000	0.106830
NONMMUG014567	0.131329	0.266538
NONMMUG014568	0.015226	0.092704
NONMMUG014571	0.192680	0.240649
NONMMUG014572	0.193118	0.195971
NONMMUG014573	0.127078	0.150449
NONMMUG014574	0.000000	0.034545
NONMMUG014575	0.079168	0.126593
NONMMUG014577	0.195198	0.324634
NONMMUG014578	0.752693	1.090139
NONMMUG014581	0.171517	0.320800
NONMMUG014583	0.076574	0.186494
NONMMUG014585	7.701251	14.909331
NONMMUG014587	0.081671	0.099453
NONMMUG014588	0.017593	0.071411
NONMMUG014589	0.045624	0.072020
NONMMUG014590	0.023900	0.016169
NONMMUG014591	0.048122	0.195331
NONMMUG014593	0.049306	0.066713
NONMMUG014594	0.777660	0.946980
NONMMUG014597	1.656587	1.909357
NONMMUG014598	3.701963	5.366660
NONMMUG014599	3.643505	5.134364
NONMMUG014600	0.050429	0.090976
NONMMUG014601	0.492429	0.623288
NONMMUG014602	1.082066	1.340596
NONMMUG014603	0.642409	0.950689
NONMMUG014604	1.151157	1.334017
NONMMUG014606	2.265418	2.999798
NONMMUG014607	3.885515	5.543994
NONMMUG014608	3.668546	5.434851
NONMMUG014609	4.864835	6.613047
NONMMUG014610	2.067136	2.641836
NONMMUG014611	0.013037	0.052918
NONMMUG014612	0.109076	0.245972
NONMMUG014613	0.065817	0.137003
NONMMUG014614	0.133562	0.000000
NONMMUG014615	0.031795	0.043020
NONMMUG014616	0.022812	0.051443
NONMMUG014617	0.068308	0.039610
NONMMUG014620	1.572596	2.047179
NONMMUG014621	0.736261	0.940843
NONMMUG014622	0.400585	0.535314
NONMMUG014623	0.091272	0.164659
NONMMUG014624	0.038715	0.061493
NONMMUG014625	0.089244	0.105656
NONMMUG014626	0.020227	0.036490
NONMMUG014627	0.022759	0.044480
NONMMUG014628	0.083571	0.128151
NONMMUG014629	0.019013	0.008575
NONMMUG014630	0.028728	0.049753
NONMMUG014631	0.075779	0.177100
NONMMUG014633	0.079168	0.374909
NONMMUG014634	0.082633	0.067083
NONMMUG014635	0.058088	0.000000
NONMMUG014636	0.028676	0.064666
NONMMUG014637	0.048810	0.057786
NONMMUG014638	0.004130	0.022352
NONMMUG014639	0.016302	0.044113
NONMMUG014640	0.022642	0.061270
NONMMUG014641	0.024144	0.052268
NONMMUG014642	0.026487	0.085115
NONMMUG014643	0.025851	0.034977
NONMMUG014644	0.145066	0.248153
NONMMUG014645	0.153210	0.176588
NONMMUG014646	0.145975	0.197509
NONMMUG014647	0.041685	0.075202
NONMMUG014648	0.021994	0.109117
NONMMUG014649	0.098661	0.133492
NONMMUG014650	0.026734	0.028938
NONMMUG014651	0.000000	0.055731
NONMMUG014652	0.032650	0.058902
NONMMUG014653	0.008001	0.064951
NONMMUG014654	0.031505	0.051152
NONMMUG014655	0.019651	0.035451
NONMMUG014656	0.028291	0.012759
NONMMUG014657	0.043948	0.052030
NONMMUG014658	0.019994	0.094682
NONMMUG014660	0.051838	0.035069
NONMMUG014661	0.578466	0.916992
NONMMUG014662	1.388067	1.832847
NONMMUG014663	1.149613	1.833320
NONMMUG014664	1.024195	1.499073
NONMMUG014665	0.660072	1.045117
NONMMUG014666	0.723433	0.956066
NONMMUG014667	0.450939	0.758048
NONMMUG014668	0.130572	0.156057
NONMMUG014671	0.686345	0.647240
NONMMUG014674	0.571853	0.768364
NONMMUG014675	0.509782	0.705573
NONMMUG014676	0.964151	1.526893
NONMMUG014677	1.811963	2.386271
NONMMUG014678	1.854172	2.689947
NONMMUG014679	0.218525	0.272928
NONMMUG014680	0.160649	0.155260
NONMMUG014681	0.025011	0.118443
NONMMUG014682	0.049984	0.094682
NONMMUG014683	0.067819	0.275285
NONMMUG014684	0.030452	0.051502
NONMMUG014686	0.250379	0.369569
NONMMUG014690	0.029775	0.060430
NONMMUG014691	0.024400	0.055023
NONMMUG014692	0.019330	0.022418
NONMMUG014693	0.018878	0.051086
NONMMUG014694	0.014084	0.019057
NONMMUG014696	0.079381	0.358018
NONMMUG014697	0.022672	0.061351
NONMMUG014698	0.017177	0.046483
NONMMUG014699	0.351402	0.364181
NONMMUG014700	1.533116	2.133627
NONMMUG014701	1.581231	2.310320
NONMMUG014703	0.654009	1.011311
NONMMUG014707	0.609319	2.090222
NONMMUG014709	0.048359	0.065431
NONMMUG014710	0.046525	0.094425
NONMMUG014713	2.206822	2.915174
NONMMUG014714	0.917038	1.210272
NONMMUG014715	0.126669	0.257080
NONMMUG014717	0.004996	0.040557
NONMMUG014718	0.029539	0.039967
NONMMUG014720	0.304142	0.510674
NONMMUG014721	0.301523	0.454788
NONMMUG014725	2.590901	3.273307
NONMMUG014726	3.576833	5.083952
NONMMUG014727	0.000000	0.022267
NONMMUG014729	0.052079	0.193776
NONMMUG014730	0.013201	0.071443
NONMMUG014731	0.058901	0.092977
NONMMUG014732	0.012559	0.033985
NONMMUG014733	0.013452	0.050054
NONMMUG014734	0.016611	0.067424
NONMMUG014735	0.010859	0.014693
NONMMUG014737	0.012596	0.039768
NONMMUG014739	0.047887	0.194378
NONMMUG014740	0.042558	0.076777
NONMMUG014741	0.022630	0.024495
NONMMUG014742	0.345681	0.445795
NONMMUG014743	0.069459	0.073095
NONMMUG014745	1.113247	1.163929
NONMMUG014746	0.025366	0.240252
NONMMUG014747	0.847876	0.860404
NONMMUG014748	35.417259	40.473986
NONMMUG014749	47.828825	51.536977
NONMMUG014750	0.335618	0.323111
NONMMUG014751	0.041553	0.196778
NONMMUG014752	0.164870	0.210327
NONMMUG014753	0.574858	0.179493
NONMMUG014754	0.120509	0.257121
NONMMUG014755	0.132262	0.258491
NONMMUG014756	0.095035	0.138111
NONMMUG014758	0.076395	0.183761
NONMMUG014759	0.590696	0.437675
NONMMUG014764	0.567245	0.595206
NONMMUG014766	0.088639	0.097445
NONMMUG014767	0.037952	0.068466
NONMMUG014768	0.012060	0.032635
NONMMUG014769	0.028628	0.060380
NONMMUG014770	0.013144	0.031616
NONMMUG014771	0.023104	0.056268
NONMMUG014772	0.029838	0.040372
NONMMUG014773	0.047721	0.036896
NONMMUG014775	0.068769	0.069785
NONMMUG014776	0.026213	0.088668
NONMMUG014782	0.005406	0.029257
NONMMUG014784	0.048782	0.092404
NONMMUG014785	0.022345	0.030233
NONMMUG014786	0.083429	0.301019
NONMMUG014787	0.025732	0.078337
NONMMUG014789	0.025540	0.050265
NONMMUG014792	0.049331	0.266985
NONMMUG014793	0.000000	0.079855
NONMMUG014796	0.062996	0.066294
NONMMUG014797	0.031066	0.048038
NONMMUG014801	0.110456	0.140111
NONMMUG014802	0.283392	0.363259
NONMMUG014803	0.259639	0.351300
NONMMUG014804	0.179303	0.439717
NONMMUG014807	0.499486	0.602174
NONMMUG014809	0.125169	0.217746
NONMMUG014810	0.044402	0.087385
NONMMUG014811	0.043943	0.065402
NONMMUG014815	0.043890	0.059385
NONMMUG014816	0.033128	0.044823
NONMMUG014817	0.308382	0.139084
NONMMUG014818	0.000000	0.122986
NONMMUG014819	0.027783	0.050123
NONMMUG014820	0.085364	0.000000
NONMMUG014821	0.059496	0.080500
NONMMUG014824	0.668027	0.671441
NONMMUG014826	0.235133	0.397679
NONMMUG014829	0.199182	0.288750
NONMMUG014835	0.366232	0.465310
NONMMUG014836	0.844678	1.435568
NONMMUG014839	0.197720	0.307651
NONMMUG014840	0.231154	0.302985
NONMMUG014842	0.034289	0.041754
NONMMUG014843	0.012634	0.047865
NONMMUG014844	0.276530	0.464676
NONMMUG014845	0.025902	0.175231
NONMMUG014846	0.231893	0.522932
NONMMUG014847	0.205158	0.305344
NONMMUG014848	1.100951	0.993083
NONMMUG014850	0.321681	0.400226
NONMMUG014852	0.411673	0.342774
NONMMUG014854	0.551119	0.419447
NONMMUG014860	0.605075	0.536381
NONMMUG014861	0.868589	0.932826
NONMMUG014863	0.240073	0.324827
NONMMUG014864	0.170499	0.106473
NONMMUG014865	1.270411	1.406381
NONMMUG014866	0.151806	0.168533
NONMMUG014867	1.421439	2.644477
NONMMUG014869	0.229458	0.283468
NONMMUG014870	0.013597	0.018397
NONMMUG014873	0.068015	0.061351
NONMMUG014875	0.024890	0.074091
NONMMUG014876	0.034574	0.077967
NONMMUG014877	0.045429	0.078231
NONMMUG014878	0.092362	0.053558
NONMMUG014879	0.042314	0.143130
NONMMUG014880	0.133562	0.361428
NONMMUG014881	0.029598	0.040048
NONMMUG014882	0.019094	0.040597
NONMMUG014883	0.041893	0.056682
NONMMUG014884	0.042620	0.105722
NONMMUG014885	0.074370	0.100625
NONMMUG014888	0.037927	0.059870
NONMMUG014892	0.050602	0.136933
NONMMUG014893	0.040069	0.108428
NONMMUG014894	0.058433	0.039531
NONMMUG014895	0.013822	0.032727
NONMMUG014897	1.254879	1.565246
NONMMUG014898	1.378832	1.985197
NONMMUG014901	0.371900	0.457860
NONMMUG014903	0.521518	0.913171
NONMMUG014907	0.030259	0.035092
NONMMUG014908	0.029123	0.062390
NONMMUG014909	0.044121	0.049747
NONMMUG014910	0.028537	0.051482
NONMMUG014911	0.000000	0.083016
NONMMUG014912	0.014784	0.080015
NONMMUG014915	0.182638	0.123558
NONMMUG014916	0.025928	0.026311
NONMMUG014917	0.051282	0.079298
NONMMUG014918	1.808360	1.747695
NONMMUG014919	0.009778	0.039689
NONMMUG014920	0.016955	0.000000
NONMMUG014923	0.091746	0.041378
NONMMUG014925	0.271183	0.366919
NONMMUG014928	0.186987	0.126500
NONMMUG014929	0.176482	0.059697
NONMMUG014931	0.104845	0.104528
NONMMUG014932	0.723748	0.759934
NONMMUG014934	0.621731	0.487024
NONMMUG014936	0.019507	0.079180
NONMMUG014937	0.067085	0.105897
